ko,source,metabolism,path,description
K13051,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K13051  ASRGL1, iaaA; L-asparaginase / beta-aspartyl-peptidase [EC:3.5.1.1 3.4.19.5]"
K05597,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K05597  aspQ, ansB, ansA; glutamin-(asparagin-)ase [EC:3.5.1.38]"
K01914,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K01914  asnA; aspartate--ammonia ligase [EC:6.3.1.1]
K01953,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K01953  asnB, ASNS; asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]"
K22457,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K22457  E2.6.1.14; asparagine---oxo-acid transaminase [EC:2.6.1.14]
K13566,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K13566  NIT2, yafV; omega-amidase [EC:3.5.1.3]"
K09758,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K09758  asdA; aspartate 4-decarboxylase [EC:4.1.1.12]
K00814,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K00814  GPT, ALT; alanine transaminase [EC:2.6.1.2]"
K14260,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K14260  alaA; alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]
K00830,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K00830  AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
K00827,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K00827  AGXT2; alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase [EC:2.6.1.44 2.6.1.40]
K14272,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K14272  GGAT; glutamate--glyoxylate aminotransferase [EC:2.6.1.4 2.6.1.2 2.6.1.44]
K00259,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K00259  ald; alanine dehydrogenase [EC:1.4.1.1]
K19244,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K19244  ala; alanine dehydrogenase [EC:1.4.1.1]
K01744,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K01744  aspA; aspartate ammonia-lyase [EC:4.3.1.1]
K01940,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K01940  argG, ASS1; argininosuccinate synthase [EC:6.3.4.5]"
K01755,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K01755  argH, ASL; argininosuccinate lyase [EC:4.3.2.1]"
K14681,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K14681  argHA; argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1]
K01939,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K01939  purA, ADSS; adenylosuccinate synthase [EC:6.3.4.4]"
K01756,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K01756  purB, ADSL; adenylosuccinate lyase [EC:4.3.2.2]"
K18309,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K18309  NAT8L; aspartate N-acetyltransferase [EC:2.3.1.17]
K18310,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K18310  RIMKLB, NAAGS-I; beta-citrylglutamate/N-acetylaspartylglutamate synthase [EC:6.3.1.17 6.3.2.41]"
K18311,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K18311  RIMKLA, NAAGS-II; N-acetylaspartylglutamate/N-acetylaspartylglutamylglutamate synthase [EC:6.3.2.41 6.3.2.42]"
K14592,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K14592  FOLH1, GCPII; glutamate carboxypeptidase II (folate hydrolase 1) [EC:3.4.17.21]"
K01437,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K01437  ASPA, aspA; aspartoacylase [EC:3.5.1.15]"
K00609,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K00609  pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]"
K00610,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K00610  pyrI; aspartate carbamoyltransferase regulatory subunit
K00608,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K00608  pyrBI; aspartate carbamoyltransferase [EC:2.1.3.2]
K01580,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K01580  E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase [EC:4.1.1.15]"
K00823,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K00823  puuE; 4-aminobutyrate aminotransferase [EC:2.6.1.19]
K14268,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K14268  davT, gabT; 5-aminovalerate/4-aminobutyrate aminotransferase [EC:2.6.1.48 2.6.1.19]"
K07250,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K07250  gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]
K13524,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K13524  ABAT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]
K16871,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K16871  POP2; 4-aminobutyrate---pyruvate transaminase [EC:2.6.1.96]
K00135,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K00135  gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
K00139,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K00139  ALDH5A1; succinate-semialdehyde dehydrogenase [EC:1.2.1.24]
K17761,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K17761  SSADH; succinate-semialdehyde dehydrogenase, mitochondrial [EC:1.2.1.24]"
K08324,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K08324  sad; succinate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.24]
K00264,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K00264  GLT1; glutamate synthase (NADH) [EC:1.4.1.14]
K00265,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K00265  gltB; glutamate synthase (NADPH) large chain [EC:1.4.1.13]
K00266,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K00266  gltD; glutamate synthase (NADPH) small chain [EC:1.4.1.13]
K15371,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K15371  GDH2; glutamate dehydrogenase [EC:1.4.1.2]
K00260,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K00260  gudB, rocG; glutamate dehydrogenase [EC:1.4.1.2]"
K00261,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K00261  GLUD1_2, gdhA; glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]"
K00262,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K00262  E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]"
K00294,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K00294  E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]
K13821,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K13821  putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]"
K01915,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K01915  glnA, GLUL; glutamine synthetase [EC:6.3.1.2]"
K11540,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K11540  CAD; carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase [EC:6.3.5.5 2.1.3.2 3.5.2.3]
K11541,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K11541  URA2; carbamoyl-phosphate synthase / aspartate carbamoyltransferase [EC:6.3.5.5 2.1.3.2]
K01954,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K01954  K01954; carbamoyl-phosphate synthase [EC:6.3.5.5]
K01955,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K01955  carB, CPA2; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]"
K01956,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K01956  carA, CPA1; carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]"
K01425,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K01425  glsA, GLS; glutaminase [EC:3.5.1.2]"
K23265,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K23265  purQ; phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2]
K01948,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K01948  CPS1; carbamoyl-phosphate synthase (ammonia) [EC:6.3.4.16]
K08590,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K08590  nit; 2-oxoglutaramate amidase [EC:3.5.1.111]
K00820,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K00820  glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]"
K00764,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K00764  purF, PPAT; amidophosphoribosyltransferase [EC:2.4.2.14]"
K00928,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]",D      K00928  lysC; aspartate kinase [EC:2.7.2.4]
K12524,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]",D      K12524  thrA; bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]
K12525,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]",D      K12525  metL; bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3]
K12526,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]",D      K12526  lysAC; bifunctional diaminopimelate decarboxylase / aspartate kinase [EC:4.1.1.20 2.7.2.4]
K00133,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]",D      K00133  asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]
K00003,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]",D      K00003  hom; homoserine dehydrogenase [EC:1.1.1.3]
K00872,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]",D      K00872  thrB; homoserine kinase [EC:2.7.1.39]
K02204,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]",D      K02204  thrB2; homoserine kinase type II [EC:2.7.1.39]
K02203,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]",D      K02203  thrH; phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39]
K01733,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]",D      K01733  thrC; threonine synthase [EC:4.2.3.1]
K01620,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]",D      K01620  ltaE; threonine aldolase [EC:4.1.2.48]
K00600,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]","D      K00600  glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]"
K00830,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]",D      K00830  AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
K00018,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]",D      K00018  hprA; glycerate dehydrogenase [EC:1.1.1.29]
K15893,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]",D      K15893  HPR1; glycerate dehydrogenase [EC:1.1.1.29]
K15919,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]",D      K15919  HPR2_3; glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]
K00049,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]",D      K00049  GRHPR; glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]
K12972,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]",D      K12972  ghrA; glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]
K00090,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]",D      K00090  ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]
K00050,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]",D      K00050  ttuD; hydroxypyruvate reductase [EC:1.1.1.81]
K22982,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]",D      K22982  K22982; hydroxypyruvate reductase [EC:1.1.1.81]
K00865,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]","D      K00865  glxK, garK; glycerate 2-kinase [EC:2.7.1.165]"
K11529,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]","D      K11529  gck, gckA, GLYCTK; glycerate 2-kinase [EC:2.7.1.165]"
K01834,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]","D      K01834  PGAM, gpmA; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"
K15634,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]","D      K15634  gpmB; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"
K01837,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]",D      K01837  BPGM; bisphosphoglycerate/phosphoglycerate mutase [EC:5.4.2.4 5.4.2.11]
K15633,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]","D      K15633  gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"
K15635,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]","D      K15635  apgM; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"
K15918,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]",D      K15918  GLYK; D-glycerate 3-kinase [EC:2.7.1.31]
K00058,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]","D      K00058  serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]"
K00831,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]","D      K00831  serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]"
K01079,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]","D      K01079  serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]"
K22305,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]",D      K22305  psp; phosphoserine phosphatase [EC:3.1.3.3]
K13290,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]",D      K13290  K13290; serine---pyruvate transaminase [EC:2.6.1.51]
K20801,acid,B  09105 Amino acid metabolism,"C    00260 Glycine, serine and threonine metabolism [PATH:ko00260]",D      K20801  ltaA; L-allo-threonine aldolase [EC:4.1.2.49]
