	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	virsorter_category	auxiliary_score	is_transposon	amg_flags
RP-T1-3_contig.fa_viral_770__full-cat_2_2	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_770__full-cat_2	2	725	994	-1	D																Phage integrase family [PF00589.25]								0	1	4	False	F
RP-T1-3_contig.fa_viral_770__full-cat_2_3	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_770__full-cat_2	3	1433	1732	-1	E																								0	2	5	False	F
RP-T1-3_contig.fa_viral_779__full-cat_2_1	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_779__full-cat_2	1	2	391	-1	D			YP_010772396.1	YP_010772396.1 adenine-specific methyltransferase [Methanoculleus virus L4768]	False	0.583	101.0	3.199e-24								DNA methylase [PF01555.21]								0	1	5	False	F
RP-T1-3_contig.fa_viral_779__full-cat_2_2	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_779__full-cat_2	2	384	611	-1	E																								0	2	3	False	F
RP-T1-3_contig.fa_viral_779__full-cat_2_3	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_779__full-cat_2	3	608	2503	-1	C	K00558	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	YP_010668169.1	YP_010668169.1 C-5 cytosine-specific DNA methylase family protein [Burkholderia phage BgManors32]	True	0.465	515.0	1.752e-158								C-5 cytosine-specific DNA methylase [PF00145.20]					VOG00281	sp|P34877|MTSA_LACLC Type II methyltransferase M1.ScrFI; XhXp	Xh;Xp	0	1	3	False	MF
RP-T1-3_contig.fa_viral_779__full-cat_2_4	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_779__full-cat_2	4	2794	3798	1	E																					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	1	5	False	VF
RP-T1-3_contig.fa_viral_77__full-cat_2_1	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_77__full-cat_2	1	11	487	-1	D																Domain of unknown function (DUF4262) [PF14081.9]								0	2	5	False	F
RP-T1-3_contig.fa_viral_77__full-cat_2_2	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_77__full-cat_2	2	617	844	-1	E																								0	2	4	False	F
RP-T1-3_contig.fa_viral_77__full-cat_2_3	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_77__full-cat_2	3	967	1326	-1	E																								0	2	4	False	F
RP-T1-3_contig.fa_viral_77__full-cat_2_4	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_77__full-cat_2	4	1412	1891	-1	D			YP_001467913.1	YP_001467913.1 hypothetical protein P23p60 [Thermus phage P23-45]	False	0.322	61.0	7.265e-10								Domain of unknown function (DUF4326) [PF14216.9]								0	1	4	False	F
RP-T1-3_contig.fa_viral_77__full-cat_2_5	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_77__full-cat_2	5	2005	2574	-1	E																					VOG09320	REFSEQ hypothetical protein; Xu	Xu	0	1	3	False	F
RP-T1-3_contig.fa_viral_77__full-cat_2_6	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_77__full-cat_2	6	2584	2967	-1	E																								0	2	3	False	F
RP-T1-3_contig.fa_viral_77__full-cat_2_7	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_77__full-cat_2	7	3051	3530	-1	E			YP_009598740.1	YP_009598740.1 hypothetical protein FDH28_gp047 [Ralstonia phage RP12]	False	0.448	126.0	2.623e-32																0	1	3	False	F
RP-T1-3_contig.fa_viral_77__full-cat_2_8	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_77__full-cat_2	8	3646	3942	-1	E																								0	1	4	False	F
RP-T1-3_contig.fa_viral_77__full-cat_2_9	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_77__full-cat_2	9	4008	4364	-1	E																								0	2	4	False	F
RP-T1-3_contig.fa_viral_77__full-cat_2_10	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_77__full-cat_2	10	4560	4862	-1	E																								0	2	5	False	F
RP-T1-3_contig.fa_viral_786__full-cat_2_1	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_786__full-cat_2	1	3	851	-1	E																								0	2	5	False	F
RP-T1-3_contig.fa_viral_786__full-cat_2_2	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_786__full-cat_2	2	1098	1247	-1	E																								0	2	4	False	F
RP-T1-3_contig.fa_viral_786__full-cat_2_3	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_786__full-cat_2	3	1324	1452	-1	E																								0	2	4	False	F
RP-T1-3_contig.fa_viral_786__full-cat_2_4	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_786__full-cat_2	4	1449	1547	-1	E																								0	2	4	False	F
RP-T1-3_contig.fa_viral_786__full-cat_2_5	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_786__full-cat_2	5	1547	1729	-1	E																								0	2	4	False	F
RP-T1-3_contig.fa_viral_786__full-cat_2_6	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_786__full-cat_2	6	1719	1850	-1	E																								0	2	4	False	F
RP-T1-3_contig.fa_viral_786__full-cat_2_7	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_786__full-cat_2	7	1847	2176	-1	E																								0	2	4	False	F
RP-T1-3_contig.fa_viral_786__full-cat_2_8	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_786__full-cat_2	8	2301	3092	-1	E																								0	1	4	False	F
RP-T1-3_contig.fa_viral_786__full-cat_2_9	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_786__full-cat_2	9	3165	4034	-1	D																Zonular occludens toxin (Zot) [PF05707.15]								0	1	4	False	F
RP-T1-3_contig.fa_viral_786__full-cat_2_10	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_786__full-cat_2	10	4031	4282	-1	E																								0	2	4	False	F
RP-T1-3_contig.fa_viral_786__full-cat_2_11	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_786__full-cat_2	11	4282	4764	-1	E																								0	2	5	False	F
RP-T1-3_contig.fa_viral_788__full-cat_2_1	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_788__full-cat_2	1	125	1339	-1	C	K07497	putative transposase	YP_009848241.1	YP_009848241.1 transposase [Rhodococcus phage Sleepyhead]	False	0.269	70.0	1.581e-11								Integrase core domain [PF00665.29]; Integrase core domain [PF13683.9]					VOG00376	sp|P16942|T629_SHISO Transposase for insertion sequence element IS629; Xr	Xr	0	1	5	False	VF
RP-T1-3_contig.fa_viral_788__full-cat_2_2	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_788__full-cat_2	2	1339	1773	-1	E																								0	2	4	False	F
RP-T1-3_contig.fa_viral_788__full-cat_2_3	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_788__full-cat_2	3	1813	2469	-1	E																								0	2	5	False	F
RP-T1-3_contig.fa_viral_78__full-cat_2_1	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_78__full-cat_2	1	1	576	-1	D																Thymidylate kinase [PF02223.20]								0	1	5	False	F
RP-T1-3_contig.fa_viral_78__full-cat_2_2	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_78__full-cat_2	2	586	2964	-1	D																Right handed beta helix region [PF13229.9]; Periplasmic copper-binding protein (NosD) [PF05048.16]								0	2	4	False	F
RP-T1-3_contig.fa_viral_78__full-cat_2_3	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_78__full-cat_2	3	3016	3585	-1	E																								0	2	4	False	F
RP-T1-3_contig.fa_viral_78__full-cat_2_4	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_78__full-cat_2	4	3761	4291	-1	E																								0	2	5	False	F
RP-T1-3_contig.fa_viral_791__full-cat_1_1	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_791__full-cat_1	1	1	783	1	E			YP_007675008.1	YP_007675008.1 phage terminase [Cyanophage KBS-S-2A]	False	0.267	91.0	3.969e-19																0	0	5	False	F
RP-T1-3_contig.fa_viral_791__full-cat_1_2	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_791__full-cat_1	2	780	2261	1	E																								0	2	1	False	F
RP-T1-3_contig.fa_viral_791__full-cat_1_3	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_791__full-cat_1	3	2264	2707	1	E																								0	2	1	False	F
RP-T1-3_contig.fa_viral_791__full-cat_1_4	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_791__full-cat_1	4	2704	3174	1	E																								0	1	1	False	F
RP-T1-3_contig.fa_viral_791__full-cat_1_5	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_791__full-cat_1	5	3220	3837	1	E																								0	2	1	False	F
RP-T1-3_contig.fa_viral_791__full-cat_1_6	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_791__full-cat_1	6	3898	4761	1	E																								0	1	1	False	F
RP-T1-3_contig.fa_viral_791__full-cat_1_7	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_791__full-cat_1	7	4842	5705	1	E																								0	2	1	False	F
RP-T1-3_contig.fa_viral_791__full-cat_1_8	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_791__full-cat_1	8	5702	6157	1	E																								0	2	1	False	
RP-T1-3_contig.fa_viral_791__full-cat_1_9	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_791__full-cat_1	9	6160	7680	1	E																								0	2	1	False	
RP-T1-3_contig.fa_viral_791__full-cat_1_10	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_791__full-cat_1	10	7692	8129	1	E																								0	2	1	False	
RP-T1-3_contig.fa_viral_791__full-cat_1_11	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_791__full-cat_1	11	8168	8350	1	E																								0	2	1	False	
RP-T1-3_contig.fa_viral_791__full-cat_1_12	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_791__full-cat_1	12	8366	10738	1	D			YP_008242173.1	YP_008242173.1 tail length tape measure protein [Cellulophaga phage phi39:1]	False	0.351	141.0	1.3890000000000002e-32								Tape measure protein [PF20155.2]								0	0	2	False	F
RP-T1-3_contig.fa_viral_791__full-cat_1_13	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_791__full-cat_1	13	10753	11565	1	E																								0	2	2	False	F
RP-T1-3_contig.fa_viral_791__full-cat_1_14	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_791__full-cat_1	14	11565	11768	1	E			YP_007877525.1	YP_007877525.1 hypothetical protein VPCG_00024 [Vibrio phage martha 12B12]	False	0.657	78.0	1.357e-17																0	1	2	False	F
RP-T1-3_contig.fa_viral_791__full-cat_1_15	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_791__full-cat_1	15	11768	12271	1	E																								0	2	2	False	F
RP-T1-3_contig.fa_viral_791__full-cat_1_16	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_791__full-cat_1	16	12253	14220	1	E																								0	2	2	False	F
RP-T1-3_contig.fa_viral_791__full-cat_1_17	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_791__full-cat_1	17	14204	14479	1	E																								0	1	5	False	F
RP-T1-3_contig.fa_viral_797__full-cat_2_1	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_797__full-cat_2	1	3	119	-1	E																								0	2	5	False	F
RP-T1-3_contig.fa_viral_797__full-cat_2_2	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_797__full-cat_2	2	223	717	1	D			YP_009215433.1	YP_009215433.1 DNA polymerase [Streptomyces phage Izzy]	False	0.48	129.0	1.892e-33								PHP domain [PF02811.22]								0	1	4	False	F
RP-T1-3_contig.fa_viral_797__full-cat_2_3	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_797__full-cat_2	3	714	956	1	E																								0	2	3	False	F
RP-T1-3_contig.fa_viral_797__full-cat_2_4	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_797__full-cat_2	4	988	2763	1	D			YP_009616552.1	YP_009616552.1 DNA polymerase [Streptomyces phage Hydra]	False	0.455	499.0	1.41e-153								Bacterial DNA polymerase III alpha NTPase domain [PF07733.15]; PHP domain [PF02811.22]					VOG07446	sp|O67125|DPO3A_AQUAE DNA polymerase III subunit alpha; XhXr	Xr;Xh	0	1	5	False	VF
RP-T1-3_contig.fa_viral_801__full-cat_2_1	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_801__full-cat_2	1	3	227	1	E																								0	2	5	False	F
RP-T1-3_contig.fa_viral_801__full-cat_2_2	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_801__full-cat_2	2	368	679	-1	D																Domain of unknown function (DUF3303) [PF11746.11]								0	2	4	False	F
RP-T1-3_contig.fa_viral_801__full-cat_2_3	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_801__full-cat_2	3	968	1420	-1	E																								0	1	4	False	F
RP-T1-3_contig.fa_viral_801__full-cat_2_4	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_801__full-cat_2	4	2067	2162	1	E																								0	2	4	False	F
RP-T1-3_contig.fa_viral_801__full-cat_2_5	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_801__full-cat_2	5	2194	2418	1	E																								0	2	5	False	F
RP-T1-3_contig.fa_viral_803__full-cat_2_1	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_803__full-cat_2	1	1	327	-1	E																								0	2	5	False	TF
RP-T1-3_contig.fa_viral_803__full-cat_2_2	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_803__full-cat_2	2	327	626	-1	E																								0	2	4	False	TF
RP-T1-3_contig.fa_viral_803__full-cat_2_3	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_803__full-cat_2	3	1474	2535	-1	E																								0	2	4	False	TF
RP-T1-3_contig.fa_viral_803__full-cat_2_4	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_803__full-cat_2	4	2607	3053	-1	D																Family of unknown function (DUF6650) [PF20355.1]								0	2	4	False	TF
RP-T1-3_contig.fa_viral_803__full-cat_2_5	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_803__full-cat_2	5	3565	4653	1	D																Transglycosylase SLT domain [PF01464.23]								0	2	4	False	TF
RP-T1-3_contig.fa_viral_803__full-cat_2_6	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_803__full-cat_2	6	4661	5131	1	E																								0	2	4	False	TF
RP-T1-3_contig.fa_viral_803__full-cat_2_7	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_803__full-cat_2	7	5128	5322	1	E																								0	2	4	False	TF
RP-T1-3_contig.fa_viral_803__full-cat_2_8	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_803__full-cat_2	8	5322	5537	1	E																								0	2	4	False	TF
RP-T1-3_contig.fa_viral_803__full-cat_2_9	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_803__full-cat_2	9	5534	6616	1	C	K14059	integrase	NP_852561.1	NP_852561.1 DNA integration/recombination/invertion protein [Bacillus phage phBC6A52]	False	0.345	192.0	7.561e-52								Phage integrase family [PF00589.25]; Phage integrase, N-terminal SAM-like domain [PF14659.9]; Phage integrase, N-terminal SAM-like domain [PF02899.20]					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	1	5	True	VTF
RP-T1-3_contig.fa_viral_811__full-cat_2_1	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_811__full-cat_2	1	2	892	1	D			YP_010772396.1	YP_010772396.1 adenine-specific methyltransferase [Methanoculleus virus L4768]	False	0.509	246.0	1.145e-71								DNA methylase [PF01555.21]								0	1	5	False	F
RP-T1-3_contig.fa_viral_811__full-cat_2_2	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_811__full-cat_2	2	889	1443	1	C	K01160	crossover junction endodeoxyribonuclease RusA [EC:3.1.21.10]	YP_009819725.1	YP_009819725.1 RusA-like Holliday junction resolvase [Arthrobacter phage Sonali]	False	0.342	88.0	7.726e-19								Endodeoxyribonuclease RusA [PF05866.14]								0	1	3	False	F
RP-T1-3_contig.fa_viral_811__full-cat_2_3	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_811__full-cat_2	3	1440	1931	1	D			YP_010765895.1	YP_010765895.1 hypothetical protein QGM58_gp07 [Pseudomonas phage LKA5]	False	0.563	163.0	3.113e-45								Protein of unknown function (DUF1643) [PF07799.15]					VOG13506	REFSEQ DUF1643 domain-containing protein; Xu	Xu	0	1	3	False	F
RP-T1-3_contig.fa_viral_811__full-cat_2_4	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_811__full-cat_2	4	1928	2257	1	E																								0	2	3	False	F
RP-T1-3_contig.fa_viral_811__full-cat_2_5	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_811__full-cat_2	5	2197	3078	1	D			YP_010038066.1	YP_010038066.1 exonuclease VIII [Pseudomonas phage Persinger]	False	0.283	150.0	1.227e-38								PDDEXK-like domain of unknown function (DUF3799) [PF12684.10]								0	1	3	False	F
RP-T1-3_contig.fa_viral_811__full-cat_2_6	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_811__full-cat_2	6	3186	3923	1	E																					VOG17624	REFSEQ hypothetical protein; Xu	Xu	0	1	5	False	F
RP-T1-3_contig.fa_viral_815__full-cat_1_1	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_815__full-cat_1	1	72	602	1	D			YP_009302439.1	YP_009302439.1 baseplate hub + tail lysozyme [Bacillus phage SP-15]	False	0.283	61.0	8.454e-10								Type VI secretion system/phage-baseplate injector OB domain [PF04717.15]								0	0	5	False	F
RP-T1-3_contig.fa_viral_815__full-cat_1_2	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_815__full-cat_1	2	616	948	1	D																Domain of unknown function (DUF4280) [PF14107.9]								0	2	1	False	F
RP-T1-3_contig.fa_viral_815__full-cat_1_3	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_815__full-cat_1	3	945	1304	1	C	K06903	uncharacterized protein														Baseplate wedge protein gp25 [PF04965.17]								0	2	1	False	F
RP-T1-3_contig.fa_viral_815__full-cat_1_4	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_815__full-cat_1	4	1307	3700	1	D			YP_007005933.1	YP_007005933.1 putative baseplate J family protein [Bacillus phage BCD7]	False	0.249	85.0	1.968e-15								Baseplate J-like protein [PF04865.17]								0	0	5	False	F
RP-T1-3_contig.fa_viral_821__full-cat_1_1	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_821__full-cat_1	1	2	1180	-1	E																								0	1	5	False	F
RP-T1-3_contig.fa_viral_821__full-cat_1_2	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_821__full-cat_1	2	1173	2678	-1	D			YP_010358473.1	YP_010358473.1 baseplate wedge subunit [Halorubrum sodomense tailed virus 4]	False	0.304	87.0	1.449e-16								Baseplate J-like protein [PF04865.17]					VOG00521	sp|P51767|BPJ_BPP2 Baseplate protein J; XhXs	Xs;Xh	0	0	2	False	VF
RP-T1-3_contig.fa_viral_821__full-cat_1_3	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_821__full-cat_1	3	2680	3162	-1	E			YP_009783556.1	YP_009783556.1 baseplate protein [Bacillus phage BCU4]	False	0.348	60.0	1.388e-09																0	0	2	False	F
RP-T1-3_contig.fa_viral_821__full-cat_1_4	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_821__full-cat_1	4	3173	3505	-1	E																								0	2	2	False	F
RP-T1-3_contig.fa_viral_821__full-cat_1_5	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_821__full-cat_1	5	3530	4336	-1	D																Type VI secretion system/phage-baseplate injector OB domain [PF04717.15]								0	1	4	False	F
RP-T1-3_contig.fa_viral_821__full-cat_1_6	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_821__full-cat_1	6	4333	4440	-1	E																								0	2	5	False	F
RP-T1-3_contig.fa_viral_822__full-cat_1_1	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_822__full-cat_1	1	30	1625	1	E																								0	2	5	False	F
RP-T1-3_contig.fa_viral_822__full-cat_1_2	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_822__full-cat_1	2	1618	1878	1	E																								0	2	4	False	F
RP-T1-3_contig.fa_viral_822__full-cat_1_3	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_822__full-cat_1	3	1880	2629	1	D			YP_010002601.1	YP_010002601.1 peptidase [Gordonia phage Lilbeanie]	False	0.264	83.0	1.826e-16	MER0038160	C01X	MER0038160 - family C1 unassigned peptidases (Frankia alni) [C01.UPW]#C01X#{peptidase unit: 36-231}~source YP_712872~	False	0.293	61.0	6.658e-09	Papain family cysteine protease [PF00112.26]								0	2	4	False	F
RP-T1-3_contig.fa_viral_822__full-cat_1_4	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_822__full-cat_1	4	2626	2823	1	E																								0	2	4	False	F
RP-T1-3_contig.fa_viral_822__full-cat_1_5	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_822__full-cat_1	5	2853	3197	1	E																								0	2	4	False	F
RP-T1-3_contig.fa_viral_822__full-cat_1_6	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_822__full-cat_1	6	3250	4551	1	C	K06909	phage terminase large subunit	YP_009218022.1	YP_009218022.1 terminase large subunit [Streptomyces phage phiSAJS1]	False	0.386	270.0	1.253e-77								Phage terminase large subunit [PF04466.16]; Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Terminase RNAseH like domain [PF17288.5]					VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	0	4	False	F
RP-T1-3_contig.fa_viral_822__full-cat_1_7	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_822__full-cat_1	7	4558	6090	1	E			YP_009199084.1	YP_009199084.1 portal protein [Brevibacillus phage Jenst]	False	0.287	167.0	7.019e-42																0	1	2	False	F
RP-T1-3_contig.fa_viral_822__full-cat_1_8	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_822__full-cat_1	8	6087	6641	1	E																								0	1	4	False	F
RP-T1-3_contig.fa_viral_822__full-cat_1_9	final-viral-combined-for-dramv	RP-T1-3_contig.fa_viral_822__full-cat_1	9	6638	6907	1	E																								0	2	4	False	F
